state,year,epi_week,rainfall_mm,rainfall_lag8_mm,rainfall_lta_mm,rainfall_anomaly_pct
Edo,1998,14,35.9279,15.505093825,46.797337,79.01545
Edo,1998,15,34.93417,19.721982575,47.67043,75.818954
Edo,1998,17,72.33543,23.745493625,50.801357,138.59059
Edo,1998,18,97.03291,32.055643375,70.6779,134.82524
Edo,1998,20,59.77116,42.871081625,71.645195,84.50779
Edo,1998,21,61.473354,49.626959375,75.25246,82.83031
Edo,1998,23,83.706894,56.1786835,91.97753,91.471596
Edo,1998,24,71.99059,61.26684925000001,79.00857,91.646126
Edo,1998,25,139.0,64.646551,80.50303,168.41508
Edo,1998,27,69.97806,77.5305635,91.97952,77.313286
Edo,1998,28,159.1489,81.91104975,87.180824,178.07271
Edo,1998,30,42.286835,92.76273350000001,92.338974,48.57955
Edo,1998,31,33.912224,85.91947412500001,62.684273,57.49079
Edo,1998,33,82.28056,82.68710712500001,69.925705,116.48948
Edo,1998,34,19.327587,85.28800787499999,95.31342,24.251577
Edo,1998,36,56.973354,77.2405945,94.171005,62.491405
Edo,1998,37,138.22571,75.36344,108.42801,126.27014
Edo,1998,39,97.47335,75.26665375,108.16714,90.550446
Edo,1998,40,56.617554,78.703565,71.810295,80.220436
Edo,1998,41,87.456116,65.88714675,74.671005,116.04738
Edo,1998,43,63.47649,71.533306875,81.18208,79.4556
Edo,1998,44,9.045455,75.228840125,18.792164,59.033955
Edo,1998,46,6.736677,66.074452,9.172205,82.81476
Edo,1998,47,10.600313,64.50058825,7.677325,123.05683
Edo,1998,49,3.0658307,58.703958125,5.2531347,78.66697
Edo,1998,50,5.5736675,41.8089732125,3.1386101,129.91983
Edo,1998,52,2.1708465,30.321512900000002,3.0820794,88.725266
Edo,1998,53,5.6128526,23.515674462499998,3.0797806,131.35074
Edo,1999,2,5.6316614,13.2852665375,2.9545977,133.6543
Edo,1999,3,9.623824,6.0546629625,5.8064265,135.32526
Edo,1999,5,7.0062695,6.1269590874999995,6.6917973,102.68968
Edo,1999,6,13.543887,6.16065815,12.10465,108.414314
Edo,1999,7,5.3197494,6.5286048999999995,10.482183,66.65565
Edo,1999,9,23.387148,6.8103447374999995,25.298536,93.69148
Edo,1999,10,32.551723,9.0370298,33.0081,98.79927
Edo,1999,11,15.404388,12.8346393625,33.64995,52.792793
Edo,1999,13,53.90282,14.058581287500001,46.797337,113.71786
Edo,1999,14,38.285267,20.0924761125,47.67043,82.18134
Edo,1999,16,68.18339,23.6751564875,50.801357,131.14984
Edo,1999,17,45.236675,31.32229655,70.6779,66.382225
Edo,1999,19,80.10031,35.283895050000005,71.645195,111.031494
Edo,1999,20,64.17555,44.631465125,75.25246,86.197426
Edo,1999,22,87.64734,49.730015375,91.97753,95.53485
Edo,1999,23,80.94201,56.6169675,79.00857,102.301476
Edo,1999,25,85.90125,64.80917025,80.50303,106.31349
Edo,1999,26,128.66144,68.80897399999999,91.97952,137.82439
Edo,1999,27,92.706894,80.10599562499999,87.180824,105.99482
Edo,1999,29,240.07837,83.17143362499999,92.338974,251.77824
Edo,1999,30,22.59091,107.5266455,62.684273,40.764137
Edo,1999,32,115.249214,100.3379705,69.925705,160.49126
Edo,1999,33,143.32445,106.7221785,95.31342,147.86102
Edo,1999,35,143.82602,113.68181725000001,94.171005,150.0701
Edo,1999,36,106.48119,121.54231850000001,108.42801,98.28365
Edo,1999,38,97.88872,124.114811,108.16714,90.91749
Edo,1999,39,143.27744,120.268221,71.810295,193.0437
Edo,1999,41,78.52508,126.58953925,74.671005,104.83749
Edo,1999,42,87.23668,106.395378,81.18208,107.02535
Edo,1999,44,28.11442,114.47609925,18.792164,139.18204
Edo,1999,45,5.0987463,103.58425000000001,9.172205,71.257416
Edo,1999,46,17.134796,86.3060370375,7.677325,174.60149
Edo,1999,48,2.161442,70.4696340375,5.2531347,69.84636
Edo,1999,49,1.6567398,57.42966553750001,3.1386101,81.7921
Edo,1999,51,1.8934169,45.400668012500006,3.0820794,85.29262
Edo,1999,52,2.059561,27.727665125,3.0797806,87.37318
Edo,2000,2,2.7037618,18.16947525,2.9545977,96.846664
Edo,2000,3,5.144201,7.602860475,5.8064265,93.871925
Edo,2000,5,2.255486,4.7315831,6.6917973,62.056206
Edo,2000,6,3.0611286,4.3761755625,12.10465,47.12829
Edo,2000,8,2.4467084,2.6169671375,10.482183,48.09857
Edo,2000,9,3.4655173,2.6526254375,25.298536,27.940351
Edo,2000,10,23.5721,2.878722625,33.0081,75.17372
Edo,2000,12,18.032915,5.5885580125,33.64995,59.593655
Edo,2000,13,54.15674,7.5852272625,46.797337,114.20807
Edo,2000,15,48.420063,14.0168495375,47.67043,101.42325
Edo,2000,16,56.63323,19.4263322875,50.801357,110.451126
Edo,2000,18,37.42163,26.2235502875,70.6779,56.055504
Edo,2000,19,61.592476,30.5186129625,71.645195,86.88409
Edo,2000,20,64.39028,37.9118339125,75.25246,86.465
Edo,2000,22,111.21474,45.527429250000004,91.97753,119.83676
Edo,2000,23,127.39498,56.48275925,79.00857,157.597
Edo,2000,25,88.02665,70.153017375,80.50303,108.79924
Edo,2000,26,86.89028,74.386756125,91.97952,94.75225
Edo,2000,28,59.865204,79.19553325,87.180824,70.36735
Edo,2000,29,76.81505,79.59953,92.338974,84.05169
Edo,2000,31,97.44671,84.5237075,62.684273,151.3597
Edo,2000,32,76.02665,89.00548674999999,69.925705,108.14266
Edo,2000,34,43.14263,90.460033,95.31342,47.99221
Edo,2000,35,86.15204,81.95101925,94.171005,91.914
Edo,2000,37,105.13323,76.79565174999999,108.42801,97.09527
Edo,2000,38,87.95298,78.93397424999999,108.16714,82.13779
Edo,2000,39,85.170845,79.06681175,71.810295,117.39422
Edo,2000,41,64.38401,82.230016875,74.671005,87.08816
Edo,2000,42,93.655174,80.676136875,81.18208,114.472946
Edo,2000,44,12.534483,80.202194875,18.792164,73.69856
Edo,2000,45,9.319749,72.265674,9.172205,101.04108
Edo,2000,47,6.432602,68.037813875,7.677325,90.1815
Edo,2000,48,1.9702195,58.072884125,5.2531347,67.98135
Edo,2000,50,1.4043887,45.177507812500004,3.1386101,78.69143
Edo,2000,51,3.1943574,34.3589339,3.0820794,101.38922
Edo,2001,1,1.5642633,24.111872950000002,3.0797806,81.243095
Edo,2001,2,1.1598746,16.2594046125,2.9545977,77.43791
Edo,2001,3,4.0940437,4.6974921875,5.8064265,84.15403
Edo,2001,5,3.2570534,3.642437275,6.6917973,70.62262
Edo,2001,6,6.9498434,2.884600325,12.10465,69.86314
Edo,2001,8,4.830721,2.9492555,10.482183,63.496994
Edo,2001,9,18.844828,3.3068181875,25.298536,78.6996
Edo,2001,10,39.507835,5.4868731,33.0081,117.10093
Edo,2001,12,34.478058,10.0260578,33.64995,102.142586
Edo,2001,13,60.31505,14.140282137500002,46.797337,126.09731
Edo,2001,15,46.951412,21.5346790625,47.67043,98.63487
Edo,2001,16,59.86834,26.8918501,50.801357,116.24868
Edo,2001,18,52.41379,33.968260924999996,70.6779,75.86599
Edo,2001,19,76.31661,39.651254249999994,71.645195,106.094864
Edo,2001,21,74.47806,48.586990375,75.25246,99.03505
Edo,2001,22,128.57524,55.541144375,91.97753,137.73834
Edo,2001,24,42.615986,66.67457,79.00857,56.679916
Edo,2001,25,92.97179,67.691811,80.50303,114.582825
Edo,2001,26,53.92633,71.7739035,91.97952,60.76162
Edo,2001,28,46.68182,72.64576825,87.180824,56.065697
Edo,2001,29,56.86677,70.99745325,92.338974,63.558067
Edo,2001,31,19.553291,71.55407575,62.684273,36.27621
Edo,2001,32,10.009404,64.458660875,69.925705,20.032383
Edo,2001,34,41.979626,56.400078875,95.31342,46.83284
Edo,2001,35,59.08621,45.575627125000004,94.171005,64.621925
Edo,2001,37,117.64107,47.634405125,108.42801,108.12238
Edo,2001,38,93.496864,50.718065125,108.16714,87.03664
Edo,2001,40,35.467083,55.664381875000004,71.810295,52.68445
Edo,2001,41,86.43574,54.26253975,74.671005,114.76665
Edo,2001,42,46.80251,57.958661000000006,81.18208,60.108215
Edo,2001,44,5.9498434,61.364813375000004,18.792164,46.0229
Edo,2001,45,8.042319,60.8573683,9.172205,92.02746
Edo,2001,47,6.1285267,56.615204925,7.677325,87.78293
Edo,2001,48,4.244514,49.9954945125,5.2531347,90.16281
Edo,2001,50,2.5031347,35.8209250125,3.1386101,92.19185
Edo,2001,51,2.2006269,24.446708849999997,3.0820794,89.09374
Edo,2002,1,2.4169278,20.2884018375,3.0797806,91.79615
Edo,2002,2,1.3056426,9.7860503125,2.9545977,79.27042
Edo,2002,4,2.0141065,4.0989418875000005,5.8064265,64.90681
Edo,2002,5,3.5830722,3.6069747750000003,6.6917973,73.411064
Edo,2002,7,2.5971787,3.049568925,12.10465,44.41587
Edo,2002,8,8.172414,2.608150425,10.482183,85.081116
Edo,2002,9,47.45768,3.099137925,25.298536,173.13602
Edo,2002,11,25.236677,8.7184560875,33.0081,79.553246
Edo,2002,12,26.926332,11.59796235,33.64995,82.60382
Edo,2002,14,44.227272,14.661637875,46.797337,95.03823
Edo,2002,15,62.412224,20.02684155,47.67043,127.98875
Edo,2002,16,45.545456,27.576606237500002,50.801357,90.581055
Edo,2002,18,59.810345,32.8219042125,70.6779,85.639725
Edo,2002,19,53.462383,39.97355,71.645195,76.27664
Edo,2002,21,89.60972,45.634796125,75.25246,117.89012
Edo,2002,22,123.128525,50.903801125,91.97753,132.12186
Edo,2002,24,87.99373,63.140282125,79.00857,110.695526
Edo,2002,25,44.711597,70.773706875,80.50303,58.14016
Edo,2002,27,121.17712,70.8342475,91.97952,130.10698
Edo,2002,28,86.302505,78.17985949999999,87.180824,99.04718
Edo,2002,29,140.44357,83.274490625,92.338974,149.41966
Edo,2002,31,101.23354,93.35364374999999,62.684273,156.95454
Edo,2002,32,62.420063,99.32503837499999,69.925705,89.98255
Edo,2002,34,71.71003,95.92633124999999,95.31342,76.47035
Edo,2002,35,72.087776,89.499019375,94.171005,77.73217
Edo,2002,37,100.02038,87.510775125,108.42801,92.58769
Edo,2002,38,105.52508,94.424373,108.16714,97.665344
Edo,2002,40,78.934166,92.46786800000001,71.810295,109.27463
Edo,2002,41,77.166145,91.54682562500001,74.671005,103.131805
Edo,2002,43,105.94357,83.6371475,81.18208,128.7316
Edo,2002,44,16.191223,84.22590125,18.792164,89.06808
Edo,2002,46,8.22257,78.44729625000001,9.172205,93.29932
Edo,2002,47,3.090909,70.51136375,7.677325,63.8219
Edo,2002,48,2.3965516,61.886755375,5.2531347,72.13942
Edo,2002,50,2.247649,49.683776825,3.1386101,89.052666
Edo,2002,51,1.9764891,36.774097950000005,3.0820794,86.32048
Edo,2003,1,2.090909,27.154388337500002,3.0797806,87.761154
Edo,2003,2,10.224138,17.769983837499996,2.9545977,191.38791
Edo,2003,4,7.5329156,5.8050548375,5.8064265,115.97649
Edo,2003,5,2.255486,4.7227664124999995,6.6917973,62.056206
Edo,2003,7,8.659875,3.9768809125,12.10465,79.860596
Edo,2003,8,24.44514,4.6730016625,10.482183,190.18726
Edo,2003,9,22.040752,7.4290752125,25.298536,89.24772
Edo,2003,11,19.382444,9.9032130875,33.0081,64.15066
Edo,2003,12,15.404388,12.07895745,33.64995,52.792793
Edo,2003,14,53.88558,13.743142325,46.797337,113.68457
Edo,2003,15,62.42633,19.200822575,47.67043,128.01553
Edo,2003,17,29.719437,26.062499375,50.801357,62.219696
Edo,2003,18,43.78213,29.495493250000003,70.6779,64.460205
Edo,2003,19,67.27743,33.885775125,71.645195,94.301315
Edo,2003,21,97.634796,39.239811375,75.25246,127.88991
Edo,2003,22,114.90439,48.689066874999995,91.97753,123.64141
Edo,2003,24,66.550156,60.629310124999996,79.00857,85.170074
Edo,2003,25,62.202194,67.022531125,80.50303,78.596275
Edo,2003,27,50.311913,68.062107875,91.97952,57.03463
Edo,2003,28,93.17712,66.54780575,87.180824,106.50493
Edo,2003,30,43.556427,74.480016125,92.338974,49.88385
Edo,2003,31,41.19906,74.45180325,62.684273,68.256714
Edo,2003,33,104.52508,71.19200699999999,69.925705,146.17825
Edo,2003,34,32.658306,72.0532925,95.31342,37.540646
Edo,2003,36,115.31191,61.772532,94.171005,121.31763
Edo,2003,37,113.15204,67.86775125,108.42801,104.16478
Edo,2003,38,144.3605,74.236482,108.16714,131.98222
Edo,2003,40,57.21003,85.992555375,71.810295,80.99178
Edo,2003,41,88.01411,81.496669125,74.671005,116.74775
Edo,2003,43,64.29624,87.0538795,81.18208,80.406784
Edo,2003,44,21.003136,89.941027,18.792164,109.292854
Edo,2003,46,14.852665,79.50078400000001,9.172205,140.0817
Edo,2003,47,5.260188,77.275078875,7.677325,80.93339
Edo,2003,49,2.6661441,63.518613625,5.2531347,74.76879
Edo,2003,50,4.1128526,49.7078766375,3.1386101,111.97063
Edo,2003,51,2.625392,32.1769207125,3.0820794,94.34939
Edo,2004,1,5.0987463,25.353840962499998,3.0797806,124.98788
Edo,2004,2,6.250784,14.9894205,2.9545977,141.4375
Edo,2004,4,7.1081505,7.7337385,5.8064265,112.04582
Edo,2004,5,4.2711596,5.9968653125,6.6917973,79.29628
Edo,2004,7,10.686521,4.6741771375,12.10465,91.70911
Edo,2004,8,8.112853,5.352468762500001,10.482183,84.6964
Edo,2004,10,23.258621,6.033307375,25.298536,93.26728
Edo,2004,11,11.15047,8.426528425,33.0081,42.492184
Edo,2004,12,21.96395,9.492163175,33.64995,69.76452
Edo,2004,14,66.501564,11.600313637500001,46.797337,138.041
Edo,2004,15,40.178684,19.131661137500004,47.67043,85.776184
Edo,2004,17,38.50627,23.265477825,50.801357,77.96633
Edo,2004,18,52.399685,27.544866625,70.6779,75.84735
Edo,2004,20,66.92477,32.759012125,71.645195,93.841194
Edo,2004,21,83.72257,40.11050175,75.25246,110.55434
Edo,2004,23,94.65047,47.668495375,91.97753,102.75624
Edo,2004,24,73.98589,58.105995375000006,79.00857,94.02124
Edo,2004,26,54.667713,64.608737875,80.50303,69.784325
Edo,2004,27,116.1442,63.1295065,91.97952,124.917305
Edo,2004,28,117.50627,72.625196,87.180824,132.89778
Edo,2004,30,75.47179,82.500196,92.338974,82.6717
Edo,2004,31,34.65047,85.38420912500001,62.684273,58.581512
Edo,2004,33,16.181818,81.349921625,69.925705,28.27043
Edo,2004,34,122.63166,72.907327625,95.31342,127.23289
Edo,2004,36,84.12225,76.404976375,94.171005,89.86725
Edo,2004,37,118.996864,77.672021375,108.42801,109.31767
Edo,2004,39,112.03291,85.71316525,108.16714,103.41599
Edo,2004,40,74.340126,85.199254,71.810295,103.29361
Edo,2004,42,72.887146,79.80348599999999,74.671005,97.76097
Edo,2004,43,67.087776,79.48040549999999,81.18208,83.6459
Edo,2004,45,22.537617,83.53506875,18.792164,115.742386
Edo,2004,46,12.706897,84.329543625,9.172205,124.941025
Edo,2004,47,6.916928,70.58894825,7.677325,94.001915
Edo,2004,49,2.1943574,60.938283000000006,5.2531347,70.16739
Edo,2004,50,2.3275862,46.337969675000004,3.1386101,90.03486
Edo,2004,52,5.9592476,32.6248042,3.0820794,135.59937
Edo,2004,53,2.7648902,24.0771944,3.0797806,96.10274
Edo,2005,2,0.96708465,15.311912425000001,2.9545977,75.01429
Edo,2005,3,6.360502,7.04682600625,5.8064265,105.12727
Edo,2005,5,13.493731,5.02468663125,6.6917973,158.17697
Edo,2005,6,2.2617555,5.12304088125,12.10465,42.454865
Edo,2005,8,19.514107,4.54114431875,10.482183,158.33754
Edo,2005,9,51.12069,6.70611301875,25.298536,185.22575
Edo,2005,10,45.822884,12.80525099375,33.0081,133.71593
Edo,2005,12,31.521944,17.788205543750003,33.64995,94.494156
Edo,2005,13,41.76489,21.382837268750002,46.797337,90.28435
Edo,2005,15,38.3605,26.4825629375,47.67043,82.32418
Edo,2005,16,64.492165,30.4825626875,50.801357,124.534904
Edo,2005,17,60.952976,36.857366937500004,70.6779,87.14958
Edo,2005,19,49.78997,44.1937695,71.645195,71.4852
Edo,2005,20,50.874607,47.978252375,75.25246,69.62355
Edo,2005,22,75.159874,47.947492000000004,91.97753,82.65819
Edo,2005,23,78.05173,51.61461575,79.00857,98.86102
Edo,2005,25,65.586205,57.430839000000006,80.50303,82.55404
Edo,2005,26,114.33699,60.408503375,91.97952,123.0538
Edo,2005,28,108.30564,69.905564625,87.180824,122.91671
Edo,2005,29,87.802505,75.382249,92.338974,95.339516
Edo,2005,31,8.666144,78.738440125,62.684273,20.19102
Edo,2005,32,9.990596,73.59796187500001,69.925705,20.00728
Edo,2005,33,87.380875,68.48746050000001,95.31342,92.09223
Edo,2005,35,74.40439,70.015085625,94.171005,80.068146
Edo,2005,36,97.94201,69.559168125,108.42801,90.75537
Edo,2005,38,98.84326,73.60364375,108.16714,91.76097
Edo,2005,39,59.145767,71.6669275,71.810295,83.51194
Edo,2005,41,57.69279,65.52194337499999,74.671005,78.68959
Edo,2005,42,75.623825,61.758229,81.18208,93.55056
Edo,2005,44,16.496864,70.127939125,18.792164,90.35271
Edo,2005,45,1.8526646,70.94122262500001,9.172205,48.352848
Edo,2005,47,8.073668,60.250196325,7.677325,103.126396
Edo,2005,48,4.4341693,51.958856075,5.2531347,92.01254
Edo,2005,49,3.5658307,40.2703759875,3.1386101,105.24931
Edo,2005,51,2.6520376,28.360697325,3.0820794,94.67908
Edo,2005,52,5.4153605,21.29898115,3.0797806,128.90648
Edo,2006,2,2.2131662,14.764302462499998,2.9545977,90.67921
Edo,2006,3,11.173982,5.5879701125,5.8064265,149.67001
Edo,2006,5,6.3918495,4.9226098625,6.6917973,97.43455
Edo,2006,6,16.00627,5.490007975,12.10465,122.810295
Edo,2006,8,10.479624,6.481583225,10.482183,99.98347
Edo,2006,9,31.412226,7.2372650625,25.298536,120.17816
Edo,2006,10,55.9279,10.718064475,33.0081,160.30241
Edo,2006,12,38.20533,17.377547275,33.64995,111.786255
Edo,2006,13,27.763323,21.476293462500003,46.797337,63.252907
Edo,2006,15,26.854233,24.6700630625,47.67043,60.4784
Edo,2006,16,60.158306,26.6300944375,50.801357,116.768326
Edo,2006,18,56.920063,33.3509015,70.6779,81.82053
Edo,2006,19,60.3558,38.465125625,71.645195,85.270584
Edo,2006,20,104.82288,44.699647625,75.25246,136.84676
Edo,2006,22,87.1442,53.875979375,91.97753,95.01603
Edo,2006,23,90.818184,57.778016875,79.00857,114.05763
Edo,2006,25,66.02194,64.354623625,80.50303,83.06366
Edo,2006,26,59.056427,69.13695075,91.97952,66.0515
Edo,2006,28,156.77272,73.16222499999999,87.180824,175.49498
Edo,2006,29,69.001564,85.23902675,92.338974,76.0246
Edo,2006,31,157.43573,86.749214375,62.684273,239.99036
Edo,2006,32,17.413794,98.88420562499999,69.925705,29.914692
Edo,2006,34,96.155174,87.958069875,95.31342,100.83913
Edo,2006,35,112.376175,89.08444162500001,94.171005,118.357346
Edo,2006,37,86.71003,91.7791905,108.42801,80.85307
Edo,2006,38,117.09405,94.36520175,108.16714,107.88826
Edo,2006,39,64.48589,101.619904625,71.810295,90.464294
Edo,2006,41,122.87931,90.084050875,74.671005,160.50922
Edo,2006,42,79.07523,96.818769125,81.18208,97.55535
Edo,2006,44,23.183386,87.023706625,18.792164,118.45659
Edo,2006,45,2.689655,87.744905625,9.172205,54.25871
Edo,2006,47,3.2178683,76.06171574999999,7.677325,64.82337
Edo,2006,48,2.7413793,62.416927412499994,5.2531347,75.50256
Edo,2006,50,1.7884012,51.920846075,3.1386101,83.409836
Edo,2006,51,1.8871473,37.507639975,3.0820794,85.21505
Edo,2007,1,1.3714733,29.6827971375,3.0797806,78.85701
Edo,2007,2,1.0752351,14.49431755,2.9545977,76.373886
Edo,2007,3,1.669279,4.7443181875,5.8064265,61.71586
Edo,2007,5,19.355799,2.0550548125,6.6917973,208.31528
Edo,2007,6,5.169279,4.1383228125,12.10465,59.45331
Edo,2007,8,13.255486,4.38224915,10.482183,117.912865
Edo,2007,9,4.362069,5.6965124875,25.298536,30.899412
Edo,2007,10,14.435737,6.0182209625,33.0081,51.13578
Edo,2007,12,52.195927,7.586794674999999,33.64995,147.98448
Edo,2007,13,40.50627,13.9398513875,46.797337,87.85446
Edo,2007,15,45.42163,18.868730749999997,47.67043,95.73044
Edo,2007,16,48.835423,24.337774625,50.801357,96.476906
Edo,2007,18,68.2884,28.022727624999998,70.6779,96.84254
Edo,2007,19,79.95298,35.912617749999995,71.645195,110.83927
Edo,2007,21,71.934166,44.249804499999996,75.25246,95.86518
Edo,2007,22,130.0141,52.696316625,91.97753,139.22203
Edo,2007,24,70.956116,67.143612,79.00857,90.41473
Edo,2007,25,64.001564,69.488635625,80.50303,80.70072
Edo,2007,26,42.26489,72.42554737500001,91.97952,48.736977
Edo,2007,28,103.51254,72.030954875,87.180824,117.71704
Edo,2007,29,168.83856,78.8655945,92.338974,178.59091
Edo,2007,31,23.311913,91.4343645,62.684273,41.82938
Edo,2007,32,119.26803,84.35423112500001,69.925705,165.855
Edo,2007,34,153.87305,90.270964125,95.31342,158.37666
Edo,2007,35,132.70847,93.253332875,94.171005,138.8596
Edo,2007,37,124.14107,100.97237712500001,108.42801,113.8529
Edo,2007,38,100.779,108.489815375,108.16714,93.47148
Edo,2007,40,67.27586,115.804079125,71.810295,94.09658
Edo,2007,41,56.6442,111.274494125,74.671005,77.37344
Edo,2007,42,90.380875,97.250199125,81.18208,110.67367
Edo,2007,44,20.65047,105.633819375,18.792164,107.81058
Edo,2007,45,12.34326,93.306624375,9.172205,122.37517
Edo,2007,47,6.7272725,75.615400625,7.677325,92.50589
Edo,2007,48,10.573668,59.8677509375,5.2531347,151.89177
Edo,2007,50,2.2194357,45.671825687500004,3.1386101,88.706
Edo,2007,51,2.1974921,33.35188015,3.0820794,89.05496
Edo,2008,1,4.664577,25.217084162499997,3.0797806,119.61435
Edo,2008,2,1.4623824,18.7196312875,2.9545977,81.240845
Edo,2008,4,1.3840126,7.604819712499999,5.8064265,59.076073
Edo,2008,5,2.8652039,5.1965125375,6.6917973,67.271126
Edo,2008,7,2.2539184,4.011755525,12.10465,42.409046
Edo,2008,8,4.4749217,3.4525862625,10.482183,61.19888
Edo,2008,9,40.810345,2.6902429750000003,25.298536,151.19656
Edo,2008,11,36.647335,7.5141066375,33.0081,109.574905
Edo,2008,12,29.68025,11.820337,33.64995,89.7291
Edo,2008,14,49.822884,14.947296125,46.797337,105.841125
Edo,2008,15,42.545456,20.992358825,47.67043,90.26973
Edo,2008,17,58.456112,26.13753925,50.801357,113.717865
Edo,2008,18,62.520374,33.0864027625,70.6779,89.22072
Edo,2008,19,98.597176,40.6197097125,71.645195,135.16461
Edo,2008,21,97.44201,52.3849915,75.25246,127.64969
Edo,2008,22,107.00941,59.463949625,91.97753,115.50037
Edo,2008,24,65.4326,68.259209,79.00857,83.83978
Edo,2008,25,120.02508,72.72825275,80.50303,146.22299
Edo,2008,27,55.478058,81.50352724999999,91.97952,62.361675
Edo,2008,28,61.72884,83.1201025,87.180824,72.38907
Edo,2008,30,150.47806,83.52919349999999,92.338974,159.72849
Edo,2008,31,56.918495,94.52390425,62.684273,91.48136
Edo,2008,33,62.39185,89.314069125,69.925705,89.94489
Edo,2008,34,120.749214,84.932799125,95.31342,125.356316
Edo,2008,36,130.3793,86.65027462500001,94.171005,136.51097
Edo,2008,37,89.54232,94.768612125,108.42801,83.35007
Edo,2008,38,140.59874,90.958267125,108.16714,128.65814
Edo,2008,40,59.551723,101.59835237499999,71.810295,84.04047
Edo,2008,41,57.19906,101.32621275,74.671005,78.06988
Edo,2008,43,42.719437,89.66633775,81.18208,55.370487
Edo,2008,44,10.112853,87.89145549999999,18.792164,63.520294
Edo,2008,46,6.5141068,81.35658087499999,9.172205,81.244286
Edo,2008,47,3.1865203,67.07719247499999,7.677325,64.57609
Edo,2008,49,14.293103,51.1780950125,5.2531347,188.16785
Edo,2008,50,3.1269593,41.771942887499996,3.1386101,99.85684
Edo,2008,51,2.0454545,24.587970300000002,3.0820794,87.17379
Edo,2009,1,6.492163,17.399686737499998,3.0797806,142.2336
Edo,2009,2,6.0658307,11.061324612499998,2.9545977,139.1124
Edo,2009,4,8.612853,6.479623825,5.8064265,125.96997
Edo,2009,5,9.66301,6.292123825,6.6917973,125.412796
Edo,2009,7,20.266459,6.685736725,12.10465,147.71692
Edo,2009,8,8.735109,8.8207290625,10.482183,88.71558
Edo,2009,9,17.032915,8.125979812499999,25.298536,72.719406
Edo,2009,11,34.579937,9.864224275,33.0081,104.13554
Edo,2009,12,12.263323,13.9310345875,33.64995,44.665836
Edo,2009,14,38.369907,14.6524295875,46.797337,83.729996
Edo,2009,15,43.485893,18.690439124999997,47.67043,92.055244
Edo,2009,17,56.907524,23.049569124999998,50.801357,110.94269
Edo,2009,18,80.80721,28.955133375000003,70.6779,113.38477
Edo,2009,20,97.721,36.52272725,71.645195,134.02145
Edo,2009,21,60.15674,47.645963625,75.25246,81.18971
Edo,2009,23,53.31348,53.036441749999994,91.97753,60.130917
Edo,2009,24,81.77586,55.378134625,79.00857,103.29406
Edo,2009,25,122.31191,64.06720175,80.50303,148.89755
Edo,2009,27,82.71474,74.559952125,91.97952,90.446655
Edo,2009,28,81.14734,79.46355799999999,87.180824,93.45473
Edo,2009,30,108.16928,82.493535,92.338974,116.26307
Edo,2009,31,107.333855,85.91379375000001,62.684273,165.96744
Edo,2009,33,107.83543,87.115400625,69.925705,150.59642
Edo,2009,34,116.33699,93.075236875,95.31342,120.95788
Edo,2009,36,151.39812,100.953175625,94.171005,157.70549
Edo,2009,37,136.9906,109.65595812500001,108.42801,125.181244
Edo,2009,39,109.47962,111.49079437500001,108.16714,101.159775
Edo,2009,40,68.03135,114.836404375,71.810295,95.080154
Edo,2009,41,99.19592,113.196905625,74.671005,130.78273
Edo,2009,43,121.10188,112.07523562499999,81.18208,146.3203
Edo,2009,44,30.219437,113.79623875,18.792164,148.02957
Edo,2009,46,6.260188,104.094239625,9.172205,79.45262
Edo,2009,47,1.731975,90.334639375,7.677325,53.102493
Edo,2009,49,1.7413793,71.62637124999999,5.2531347,65.74945
Edo,2009,50,2.169279,54.720218662499995,3.1386101,88.08973
Edo,2009,52,1.5846395,41.3064260375,3.0820794,81.4721
Edo,2009,53,2.3432603,33.000587225,3.0797806,90.8844
Edo,2010,2,6.2429466,20.894004762499996,2.9545977,141.33897
Edo,2010,3,1.4545455,6.5366380875,5.8064265,59.728767
Edo,2010,5,4.898119,2.94102665,6.6917973,84.65866
Edo,2010,6,13.2899685,2.770768025,12.10465,106.92982
Edo,2010,7,14.52978,4.2155172125,10.482183,126.143585
Edo,2010,9,12.736677,5.8140673000000005,25.298536,58.53972
Edo,2010,10,27.399687,7.13499205,33.0081,85.24417
Edo,2010,11,17.299374,10.3618729875,33.64995,57.69574
Edo,2010,13,48.49373,12.2313872,46.797337,103.27506
Edo,2010,14,44.482758,17.512735125,47.67043,93.94789
Edo,2010,16,63.211597,22.8912616875,50.801357,122.24003
Edo,2010,17,65.6442,30.1804464375,70.6779,93.34852
Edo,2010,19,61.996864,36.724725375,71.645195,87.4117
Edo,2010,20,82.333855,42.658110875,75.25246,108.823906
Edo,2010,22,72.24765,51.357758125000004,91.97753,79.655205
Edo,2010,23,60.169277,56.963753499999996,79.00857,77.57456
Edo,2010,25,73.380875,62.322491375,80.50303,91.670296
Edo,2010,26,92.06896,65.4333845,91.97952,100.092224
Edo,2010,27,61.29467,71.38165975,87.180824,71.91807
Edo,2010,29,75.07837,71.142043875,92.338974,82.26753
Edo,2010,30,57.731976,72.321315125,62.684273,92.683235
Edo,2010,32,184.71317,71.788204125,69.925705,253.2017
Edo,2010,33,55.07837,84.5856185,95.31342,59.89066
Edo,2010,35,70.26959,82.4394585,94.171005,75.89879
Edo,2010,36,119.11755,83.70199762499999,108.42801,109.42408
